Job: 7857721  |  Node: d1029  |  Thu Jun 25 04:02:01 AM EDT 2026
No restart file found -- starting fresh.
LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
W0625 04:02:28.885000 1456220 site-packages/torch/fx/_symbolic_trace.py:56] is_fx_tracing will return true for both fx.symbolic_trace and torch.export. Please use is_fx_tracing_symbolic_tracing() for specifically fx.symbolic_trace or torch.compiler.is_compiling() for specifically torch.export/compile.
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.0045823086 -0.0045823086 -0.0045823086) to (17.859582 17.859582 17.859582)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  reading velocities ...
  500 velocities
  read_data CPU = 0.017 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 8, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 112.8 | 112.8 | 112.8 Mbytes
   Step          Time           Temp          PotEng         KinEng         Press          Volume           Lx             Ly             Lz      
         0   0              10            -3250.6152      0.64500812     120.84708      5700.9619      17.864165      17.864165      17.864165    
      1000   0.5            11.067947     -3249.8792      0.71389155     78.613728      5702.9779      17.86627       17.86627       17.86627     
      2000   1              22.221417     -3249.2047      1.4332995     -12.023576      5705.0751      17.86846       17.86846       17.86846     
      3000   1.5            28.586741     -3248.9135      1.843868      -519.14814      5707.9851      17.871497      17.871497      17.871497    
      4000   2              34.525538     -3248.533       2.2269253     -490.17529      5710.1483      17.873755      17.873755      17.873755    
      5000   2.5            40.692734     -3248.1087      2.6247144      252.35893      5708.8417      17.872391      17.872391      17.872391    
      6000   3              46.004415     -3247.7074      2.9673221      1484.1531      5706.4703      17.869916      17.869916      17.869916    
      7000   3.5            49.663331     -3247.183       3.2033252      2560.8025      5703.5483      17.866866      17.866866      17.866866    
      8000   4              56.356531     -3246.8355      3.635042       472.22215      5710.7078      17.874339      17.874339      17.874339    
      9000   4.5            64.442437     -3246.8021      4.1565896     -1458.8532      5716.6753      17.880562      17.880562      17.880562    
     10000   5              68.05209      -3246.1292      4.3894151     -2006.1682      5721.3925      17.885479      17.885479      17.885479    
     11000   5.5            72.538762     -3245.7688      4.6788091     -1976.0062      5721.1519      17.885229      17.885229      17.885229    
     12000   6              80.842259     -3245.5347      5.2143914      408.76252      5716.0313      17.879891      17.879891      17.879891    
     13000   6.5            86.464614     -3244.9831      5.5770379      2886.1082      5710.647       17.874275      17.874275      17.874275    
     14000   7              90.236213     -3244.5322      5.8203091      1777.8606      5715.9539      17.87981       17.87981       17.87981     
     15000   7.5            97.294087     -3244.1175      6.2755477      1559.6418      5718.0937      17.882041      17.882041      17.882041    
     16000   8              102.80158     -3244.4002      6.6307854     -1407.9343      5724.4321      17.888646      17.888646      17.888646    
