Job: 7857720  |  Node: d1029  |  Thu Jun 25 02:53:28 AM EDT 2026
No restart file found -- starting fresh.
LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
W0625 02:53:53.685000 1422018 site-packages/torch/fx/_symbolic_trace.py:56] is_fx_tracing will return true for both fx.symbolic_trace and torch.export. Please use is_fx_tracing_symbolic_tracing() for specifically fx.symbolic_trace or torch.compiler.is_compiling() for specifically torch.export/compile.
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.0045823086 -0.0045823086 -0.0045823086) to (17.859582 17.859582 17.859582)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  reading velocities ...
  500 velocities
  read_data CPU = 0.019 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 8, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 112.8 | 112.8 | 112.8 Mbytes
   Step          Time           Temp          PotEng         KinEng         Press          Volume           Lx             Ly             Lz      
         0   0              10            -3250.6152      0.64500812     120.84708      5700.9619      17.864165      17.864165      17.864165    
      1000   0.5            10.633399     -3249.9079      0.6858629      78.549512      5702.8883      17.866177      17.866177      17.866177    
      2000   1              18.362849     -3249.4514      1.1844187     -15.923849      5704.3558      17.867709      17.867709      17.867709    
      3000   1.5            22.702894     -3249.2652      1.4643551     -440.98425      5706.5817      17.870033      17.870033      17.870033    
      4000   2              26.286445     -3249.0333      1.6954971     -414.1113       5708.1603      17.87168       17.87168       17.87168     
      5000   2.5            30.16905      -3248.7501      1.9459282      233.7291       5706.8664      17.87033       17.87033       17.87033     
      6000   3              33.763746     -3248.4728      2.177789       1027.7669      5705.1197      17.868506      17.868506      17.868506    
      7000   3.5            36.129492     -3248.1152      2.3303816      1774.1268      5703.1944      17.866496      17.866496      17.866496    
      8000   4              39.135166     -3248.0423      2.52425        29.717864      5707.9727      17.871484      17.871484      17.871484    
      9000   4.5            46.455022     -3247.7773      2.9963866     -1966.8845      5715.8797      17.879733      17.879733      17.879733    
     10000   5              50.32612      -3247.2981      3.2460756     -1614.9234      5716.7685      17.88066       17.88066       17.88066     
     11000   5.5            50.585875     -3247.1558      3.26283       -275.5709       5712.5239      17.876233      17.876233      17.876233    
     12000   6              59.986926     -3246.9891      3.8692055     -308.55602      5713.6475      17.877405      17.877405      17.877405    
     13000   6.5            58.146347     -3246.7136      3.7504866      321.17646      5713.2906      17.877033      17.877033      17.877033    
     14000   7              66.692212     -3246.4968      4.3017019      1294.5395      5709.8203      17.873413      17.873413      17.873413    
     15000   7.5            70.190821     -3246.2086      4.527365       1620.9919      5711.2681      17.874923      17.874923      17.874923    
     16000   8              73.216311     -3245.8212      4.7225116      152.01243      5717.2289      17.88114       17.88114       17.88114     
     17000   8.5            78.759975     -3245.6542      5.0800823     -2709.8459      5723.2835      17.887449      17.887449      17.887449    
     18000   9              79.312313     -3245.8147      5.1157086     -1289.3653      5714.8784      17.878689      17.878689      17.878689    
     19000   9.5            83.801311     -3245.3889      5.4052527     -876.19001      5719.7927      17.883812      17.883812      17.883812    
     20000   10             91.665554     -3245.2017      5.9125027      483.12479      5714.6312      17.878431      17.878431      17.878431    
     21000   10.5           94.978187     -3244.8558      6.1261702      2909.2747      5711.5148      17.87518       17.87518       17.87518     
     22000   11             98.319513     -3244.4466      6.3416885      2418.3785      5715.4169      17.87925       17.87925       17.87925     
     23000   11.5           101.87525     -3244.4028      6.5710364      457.00902      5715.6123      17.879454      17.879454      17.879454    
     24000   12             104.16512     -3243.8264      6.7187347      100.10094      5719.8509      17.883873      17.883873      17.883873    
     25000   12.5           110.78259     -3243.8117      7.1455673     -327.59451      5723.2467      17.887411      17.887411      17.887411    
     26000   13             114.52767     -3243.3021      7.387128      -2213.1755      5732.8014      17.89736       17.89736       17.89736     
     27000   13.5           108.58793     -3242.9968      7.0040098     -4473.4238      5733.2494      17.897826      17.897826      17.897826    
     28000   14             116.05856     -3242.667       7.4858713     -1478.988       5728.6333      17.893021      17.893021      17.893021    
     29000   14.5           130.77788     -3242.7433      8.4352796      619.86602      5723.2925      17.887459      17.887459      17.887459    
     30000   15             127.11736     -3241.9363      8.1991727      3097.5524      5718.0839      17.882031      17.882031      17.882031    
     31000   15.5           131.18599     -3241.9021      8.4616032      4916.4488      5715.2089      17.879033      17.879033      17.879033    
     32000   16             141.13422     -3242.101       9.1032717      1676.6898      5718.9883      17.882974      17.882974      17.882974    
     33000   16.5           136.92377     -3242.6408      8.8316943      844.35587      5722.2408      17.886363      17.886363      17.886363    
     34000   17             132.00918     -3242.5593      8.5146993     -1942.9597      5735.3375      17.899998      17.899998      17.899998    
     35000   17.5           150.49165     -3243.0174      9.7068338     -2131.0719      5736.9166      17.901641      17.901641      17.901641    
     36000   18             158.47595     -3242.482       10.221827     -2333.9041      5736.5115      17.90122       17.90122       17.90122     
     37000   18.5           153.09456     -3242.2389      9.8747236     -2177.6206      5738.8983      17.903702      17.903702      17.903702    
     38000   19             148.63199     -3242.0245      9.5868842     -765.92735      5731.5395      17.896046      17.896046      17.896046    
     39000   19.5           159.15344     -3241.418       10.265526      2624.3809      5724.4375      17.888652      17.888652      17.888652    
     40000   20             164.41913     -3240.7388      10.605167      6964.3194      5718.3435      17.882301      17.882301      17.882301    
     41000   20.5           168.46855     -3241.1182      10.866358      2055.8482      5730.7779      17.895254      17.895254      17.895254    
     42000   21             162.74656     -3241.0441      10.497285      1711.2988      5729.4728      17.893895      17.893895      17.893895    
     43000   21.5           174.66075     -3240.2737      11.26576      -1560.2724      5738.1743      17.902949      17.902949      17.902949    
     44000   22             176.10329     -3240.6515      11.358805     -1899.2356      5742.3293      17.907269      17.907269      17.907269    
     45000   22.5           180.88048     -3239.9635      11.666938     -3060.4915      5744.7086      17.909742      17.909742      17.909742    
     46000   23             183.92105     -3239.1552      11.863057     -4766.7511      5752.0259      17.917343      17.917343      17.917343    
     47000   23.5           184.76804     -3239.7475      11.917689     -4847.8849      5748.8234      17.914017      17.914017      17.914017    
     48000   24             195.69614     -3238.0401      12.62256      -1518.2787      5748.3313      17.913506      17.913506      17.913506    
     49000   24.5           206.1629      -3238.7231      13.297675     -2600.689       5748.5473      17.91373       17.91373       17.91373     
     50000   25             193.54664     -3238.5355      12.483915      498.46857      5743.7061      17.9087        17.9087        17.9087      
     51000   25.5           201.04954     -3239.2392      12.967859      1120.0394      5740.5932      17.905464      17.905464      17.905464    
     52000   26             224.48239     -3238.4407      14.479296      2393.4554      5735.759       17.900437      17.900437      17.900437    
     53000   26.5           216.64655     -3238.7254      13.973878      1237.4583      5739.465       17.904291      17.904291      17.904291    
     54000   27             221.7875      -3238.5195      14.305474      1108.6795      5741.5421      17.906451      17.906451      17.906451    
     55000   27.5           213.17063     -3237.0979      13.749679      3579.97        5736.9027      17.901627      17.901627      17.901627    
     56000   28             217.88514     -3236.459       14.053768      12514.666      5714.4205      17.878211      17.878211      17.878211    
     57000   28.5           237.40138     -3236.9147      15.312582      3528.5661      5739.0324      17.903842      17.903842      17.903842    
     58000   29             249.00101     -3236.5519      16.060767      3808.2294      5740.6514      17.905525      17.905525      17.905525    
     59000   29.5           250.0037      -3235.7668      16.125442      2841.5992      5742.9101      17.907873      17.907873      17.907873    
     60000   30             237.1087      -3234.5583      15.293704      558.18872      5757.7807      17.923316      17.923316      17.923316    
     61000   30.5           233.62478     -3235.5306      15.068988     -1037.5939      5753.6852      17.919066      17.919066      17.919066    
     62000   31             252.33646     -3234.1853      16.275907     -1425.5851      5759.1236      17.92471       17.92471       17.92471     
     63000   31.5           244.06785     -3233.8924      15.742575     -6207.3543      5772.0825      17.938144      17.938144      17.938144    
     64000   32             252.87974     -3235.9895      16.310949     -4683.7645      5763.4543      17.929202      17.929202      17.929202    
     65000   32.5           261.68822     -3234.8227      16.879103     -4981.8855      5768.0602      17.933976      17.933976      17.933976    
     66000   33             285.76299     -3235.1636      18.431945     -3562.5564      5764.9473      17.93075       17.93075       17.93075     
     67000   33.5           275.09041     -3234.0023      17.743555     -2498.3438      5764.7628      17.930558      17.930558      17.930558    
     68000   34             269.93157     -3234.277       17.410805     -901.41142      5762.7216      17.928442      17.928442      17.928442    
     69000   34.5           280.93914     -3235.2042      18.120803      35.316015      5752.7358      17.91808       17.91808       17.91808     
     70000   35             289.19998     -3234.1693      18.653634      2340.568       5747.7429      17.912895      17.912895      17.912895    
     71000   35.5           276.6358      -3232.9717      17.843234      1269.3872      5756.8909      17.922393      17.922393      17.922393    
     72000   36             295.14222     -3232.7498      19.036913     -646.84921      5760.2104      17.925837      17.925837      17.925837    
     73000   36.5           292.50817     -3233.3711      18.867015      696.71208      5758.5127      17.924076      17.924076      17.924076    
     74000   37             304.92214     -3233.0555      19.667726      364.24548      5757.3337      17.922853      17.922853      17.922853    
     75000   37.5           317.47039     -3230.2672      20.477098     -112.07586      5768.9337      17.934882      17.934882      17.934882    
