T=600K Start: Sun Apr 26 01:04:28 PM EDT 2026
LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (17.862198 17.862198 17.862198)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  501 atoms
  read_data CPU = 0.008 seconds
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
1 atoms in group H_atom
500 atoms in group metal
### Phase 1: Equilibration 250 ps at 600 K ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 80.78 | 80.78 | 80.78 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume    
         0   600           -3368.8304      38.778044     -3330.0523      8215.1524      5699.0795    
      1000   566.53403     -3330.5678      36.615136     -3293.9527      38630.689      5699.0795    
      2000   562.22399     -3332.2838      36.336577     -3295.9472      35656.973      5699.0795    
      3000   571.65501     -3328.1081      36.946105     -3291.1619      38910.853      5699.0795    
      4000   611.08156     -3329.0701      39.494245     -3289.5759      43033.151      5699.0795    
      5000   621.1344      -3331.2865      40.143962     -3291.1425      39648.206      5699.0795    
      6000   616.00158     -3333.3475      39.812227     -3293.5353      42664.858      5699.0795    
      7000   597.90684     -3332.5716      38.642762     -3293.9289      40229.065      5699.0795    
      8000   606.47132     -3331.1         39.196286     -3291.9037      37241.546      5699.0795    
      9000   628.12953     -3331.0178      40.596057     -3290.4217      40597.793      5699.0795    
     10000   589.99824     -3332.4174      38.131629     -3294.2858      37648.32       5699.0795    
     11000   593.78735     -3332.7638      38.37652      -3294.3873      38796.761      5699.0795    
     12000   573.69447     -3330.7582      37.077915     -3293.6803      37004.476      5699.0795    
     13000   607.12191     -3331.1402      39.238333     -3291.9019      33194.344      5699.0795    
     14000   656.82587     -3333.3095      42.450704     -3290.8588      34780.143      5699.0795    
     15000   623.26731     -3328.1783      40.281811     -3287.8965      39468.028      5699.0795    
     16000   567.0157      -3326.4995      36.646266     -3289.8532      38495.566      5699.0795    
     17000   628.72553     -3331.6227      40.634577     -3290.9881      35496.283      5699.0795    
     18000   574.93265     -3330.1153      37.157939     -3292.9574      36126.344      5699.0795    
     19000   576.62023     -3331.7821      37.267007     -3294.5151      38899.319      5699.0795    
     20000   613.65835     -3331.142       39.660783     -3291.4812      42549.74       5699.0795    
     21000   595.28036     -3328.7989      38.473013     -3290.3259      38828.672      5699.0795    
     22000   583.18906     -3333.6082      37.691551     -3295.9167      35314.601      5699.0795    
     23000   590.7762      -3332.9396      38.181909     -3294.7577      38379.779      5699.0795    
     24000   604.4862      -3332.2662      39.067987     -3293.1982      35499.301      5699.0795    
     25000   612.39546     -3328.9643      39.579163     -3289.3852      39606.131      5699.0795    
     26000   619.42807     -3327.2385      40.033681     -3287.2048      41351.321      5699.0795    
     27000   569.68939     -3331.5906      36.819066     -3294.7716      36685.551      5699.0795    
     28000   587.6872      -3330.7312      37.982266     -3292.7489      38835.863      5699.0795    
