LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.0035990984 -0.0035990984 -0.0035990984) to (17.858599 17.858599 17.858599)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  reading velocities ...
  500 velocities
  read_data CPU = 0.013 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 80.54 | 80.54 | 80.54 Mbytes
   Step          Time           Temp          PotEng         KinEng         Press          Volume           Lx             Ly             Lz      
         0   0              300           -3365.6745      19.350244      3626.6098      5699.0795      17.862198      17.862198      17.862198    
       200   0.1            150.51873     -3356.0319      9.7085805      8796.5246      5699.0865      17.862206      17.862206      17.862206    
       400   0.2            162.14842     -3356.7826      10.458705      10854.78       5699.1076      17.862228      17.862228      17.862228    
       600   0.3            153.61342     -3356.2328      9.9081906      10290.476      5699.1441      17.862266      17.862266      17.862266    
       800   0.4            143.46677     -3355.5793      9.2537231      10541.465      5699.1951      17.862319      17.862319      17.862319    
      1000   0.5            153.61576     -3356.2351      9.9083416      10655.298      5699.2607      17.862388      17.862388      17.862388    
      1200   0.6            145.43474     -3355.7087      9.3806586      9146.8815      5699.3408      17.862471      17.862471      17.862471    
      1400   0.7            153.87616     -3356.2548      9.9251372      9861.3246      5699.4346      17.862569      17.862569      17.862569    
      1600   0.8            147.43121     -3355.8407      9.5094326      10193.636      5699.5423      17.862682      17.862682      17.862682    
      1800   0.9            153.26118     -3356.2186      9.8854709      9061.9236      5699.6644      17.862809      17.862809      17.862809    
      2000   1              147.36705     -3355.8403      9.5052942      9471.5918      5699.7998      17.862951      17.862951      17.862951    
      2200   1.1            150.48008     -3356.0431      9.7060877      9542.5639      5699.948       17.863106      17.863106      17.863106    
      2400   1.2            147.05541     -3355.8244      9.4851934      9193.2405      5700.1092      17.863274      17.863274      17.863274    
      2600   1.3            150.05192     -3356.0199      9.6784706      9654.6253      5700.2832      17.863456      17.863456      17.863456    
      2800   1.4            157.48833     -3356.5022      10.158126      8930.4099      5700.4707      17.863652      17.863652      17.863652    
      3000   1.5            151.99992     -3356.1508      9.8041185      10972.41       5700.6719      17.863862      17.863862      17.863862    
      3200   1.6            155.78425     -3356.3976      10.04821       9005.2884      5700.888       17.864087      17.864087      17.864087    
      3400   1.7            146.93503     -3355.8296      9.4774287      8514.137       5701.118       17.864328      17.864328      17.864328    
      3600   1.8            150.36997     -3356.0539      9.6989855      8652.0844      5701.3607      17.864581      17.864581      17.864581    
      3800   1.9            148.54394     -3355.939       9.5812046      9095.9023      5701.6157      17.864847      17.864847      17.864847    
      4000   2              149.7644      -3356.0207      9.6599252      8299.783       5701.8828      17.865127      17.865127      17.865127    
