LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (17.855 17.855 17.855)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  read_data CPU = 0.012 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 78.9 | 78.9 | 78.9 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
         0  -3325.2815      2.8343784      17.674243     -5834.0966      5692.1923      17.855         17.855         17.855       
        10  -3339.7365      1.8991591      7.6684473      6846.2369      5616.719       17.775735      17.775735      17.775735    
        20  -3347.4688      1.8162916      6.0440132      7772.9845      5618.2426      17.777342      17.777342      17.777342    
        30  -3351.2487      1.7019633      5.6988918      867.01793      5640.1737      17.800444      17.800444      17.800444    
        40  -3355.6191      1.5643391      5.3990001     -62.604561      5653.7801      17.814746      17.814746      17.814746    
        50  -3358.0625      1.4599748      5.0261298      45.416953      5662.3532      17.823746      17.823746      17.823746    
        60  -3360.6074      1.0244366      3.7160957     -5933.0213      5688.2986      17.850928      17.850928      17.850928    
        70  -3362.0074      0.86014083     2.0508131     -330.5701       5677.3604      17.839478      17.839478      17.839478    
        80  -3362.9565      0.60277438     1.7166107     -49.527239      5678.7254      17.840908      17.840908      17.840908    
        90  -3364.0408      0.71001611     1.5943507     -774.91219      5687.9298      17.850542      17.850542      17.850542    
       100  -3364.3313      0.56288579     1.4425187      68.458814      5686.9462      17.849513      17.849513      17.849513    
       110  -3364.3355      0.90609395     1.9634086      110.99739      5686.9861      17.849555      17.849555      17.849555    
       120  -3364.4885      0.34886595     1.2492149     -852.13844      5690.3938      17.853119      17.853119      17.853119    
       130  -3364.5397      0.84598022     2.1353633      76.661665      5688.9758      17.851636      17.851636      17.851636    
       140  -3364.7161      0.72139677     1.3788399     -96.413972      5689.8788      17.852581      17.852581      17.852581    
       150  -3365.0103      0.35545089     0.93237214     154.47768      5691.8401      17.854632      17.854632      17.854632    
       160  -3365.0813      0.27914387     0.62409481    -16.957803      5692.6073      17.855434      17.855434      17.855434    
       170  -3365.1067      0.2463616      0.52511376     73.256813      5692.6056      17.855432      17.855432      17.855432    
       180  -3365.108       0.75122113     1.1266723     -130.12189      5693.3443      17.856204      17.856204      17.856204    
       190  -3365.1521      0.33874743     0.59675681     467.92525      5692.0088      17.854808      17.854808      17.854808    
       200  -3365.1543      0.97501706     1.4310175      39.266969      5693.5114      17.856379      17.856379      17.856379    
       210  -3365.1987      0.36883399     0.6091998     -18.436679      5693.8518      17.856735      17.856735      17.856735    
       220  -3365.259       1.1848896      1.7152857      9.7015943      5695.1958      17.85814       17.85814       17.85814     
       230  -3365.31        0.25787765     0.48460473     165.91877      5694.8484      17.857777      17.857777      17.857777    
       240  -3365.3253      0.17999086     0.35456979     3.8199542      5695.3223      17.858272      17.858272      17.858272    
       250  -3365.369       0.20200186     0.3366512      290.25593      5695.3276      17.858278      17.858278      17.858278    
       260  -3365.3693      0.27742867     0.45539794     52.785065      5696.0227      17.859004      17.859004      17.859004    
       270  -3365.3695      0.27332514     0.53170533     80.661366      5695.9437      17.858922      17.858922      17.858922    
