LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (17.855 17.855 17.855)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  read_data CPU = 0.006 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 78.9 | 78.9 | 78.9 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
         0  -3325.3663      2.0723654      17.05292      -5799.2849      5692.1923      17.855         17.855         17.855       
        10  -3339.4033      1.9859261      7.2090443      398.3752       5633.3482      17.79326       17.79326       17.79326     
        20  -3344.6074      1.6780611      6.204749       3683.3639      5625.5802      17.785078      17.785078      17.785078    
        30  -3351.8436      1.3521109      4.2708573     -75.751926      5649.9415      17.810713      17.810713      17.810713    
        40  -3354.6245      0.88228695     3.3923859     -7532.2302      5681.5279      17.843843      17.843843      17.843843    
        50  -3356.5641      1.7473362      6.1060017     -5050.3252      5682.0054      17.844342      17.844342      17.844342    
        60  -3358.4897      0.77033643     2.9233356     -8414.4176      5701.3542      17.864574      17.864574      17.864574    
        70  -3359.7019      1.0708994      2.3952721     -1034.342       5682.2828      17.844633      17.844633      17.844633    
        80  -3360.4444      2.4259534      3.8173557      678.9232       5682.4974      17.844857      17.844857      17.844857    
        90  -3360.7165      2.6743333      4.8330669     -594.31213      5691.9702      17.854768      17.854768      17.854768    
       100  -3361.4488      1.2713072      2.853765       86.291137      5690.8082      17.853553      17.853553      17.853553    
       110  -3362.2782      1.2220622      2.3922037     -473.7542       5689.0872      17.851753      17.851753      17.851753    
       120  -3362.6737      0.78688886     1.8230471      105.51512      5689.4197      17.852101      17.852101      17.852101    
       130  -3362.826       0.43372861     1.1868683     -67.302787      5689.4031      17.852083      17.852083      17.852083    
       140  -3362.9863      0.33206453     1.0607729     -130.24205      5690.1529      17.852867      17.852867      17.852867    
       150  -3363.0453      1.3234503      2.8203307     -769.50736      5692.9083      17.855749      17.855749      17.855749    
       160  -3363.3956      0.5829814      1.6546606     -1867.2715      5697.2952      17.860334      17.860334      17.860334    
       170  -3363.5117      1.386972       3.0361174      220.64299      5692.5522      17.855376      17.855376      17.855376    
       180  -3364.1487      0.35774477     1.1613333     -1887.0862      5700.6009      17.863788      17.863788      17.863788    
       190  -3364.2533      0.70455081     1.5618277      538.15923      5694.4583      17.857369      17.857369      17.857369    
       200  -3364.2614      1.2945684      2.6486022     -215.23252      5697.1915      17.860226      17.860226      17.860226    
       210  -3364.3729      0.4816972      1.1951858      52.094583      5696.7201      17.859733      17.859733      17.859733    
       220  -3364.4801      0.28799532     0.88692358     26.795064      5698.2153      17.861295      17.861295      17.861295    
       230  -3364.5294      0.27255673     0.89385501    -1917.6891      5704.3597      17.867713      17.867713      17.867713    
       240  -3364.5634      0.22660797     0.696606      -133.79757      5699.2188      17.862344      17.862344      17.862344    
       250  -3364.6536      0.45615575     1.2685027      122.49492      5698.9062      17.862017      17.862017      17.862017    
       260  -3364.6675      0.34780316     0.95782981     231.32139      5699.1923      17.862316      17.862316      17.862316    
       270  -3364.7506      0.076212748    0.36971299     1395.105       5695.8721      17.858847      17.858847      17.858847    
       280  -3364.7577      0.090472428    0.28118932     63.157045      5699.6445      17.862788      17.862788      17.862788    
       290  -3364.7604      0.22224308     0.4779572     -75.318059      5700.0993      17.863264      17.863264      17.863264    
       300  -3364.7677      0.23591975     0.50819884    -358.68346      5700.926       17.864127      17.864127      17.864127    
       310  -3364.7811      0.51533523     1.0693646     -9.9696079      5700.3842      17.863561      17.863561      17.863561    
       320  -3364.8266      0.28445592     0.497029      -11.87744       5700.0919      17.863256      17.863256      17.863256    
       330  -3364.8387      0.12584532     0.29757239     27.545914      5699.8934      17.863049      17.863049      17.863049    
       340  -3364.8477      0.37721264     0.58363204    -38.989055      5699.9813      17.86314       17.86314       17.86314     
       350  -3364.8568      0.35783463     0.56103375     5.8607223      5699.7891      17.86294       17.86294       17.86294     
       360  -3364.875       0.21191508     0.37523889    -7.637467       5699.6789      17.862824      17.862824      17.862824    
       370  -3364.8753      0.42913755     0.67160477     94.589036      5699.3764      17.862508      17.862508      17.862508    
       380  -3364.8831      0.23168753     0.41124009     73.441933      5699.3571      17.862488      17.862488      17.862488    
       390  -3364.8894      0.05545211     0.16744006     10.779859      5699.4431      17.862578      17.862578      17.862578    
       400  -3364.8935      0.39603781     0.70532499    -51.263197      5699.5132      17.862651      17.862651      17.862651    
       410  -3364.9037      0.052246779    0.11850286     13.24497       5699.1606      17.862283      17.862283      17.862283    
       420  -3364.9047      0.035803342    0.10203246    -15.529756      5699.2032      17.862328      17.862328      17.862328    
       430  -3364.9051      0.14425094     0.25246828    -93.367339      5699.4046      17.862538      17.862538      17.862538    
       440  -3364.9069      0.015956931    0.059671836    214.69641      5698.4851      17.861577      17.861577      17.861577    
       450  -3364.9087      0.10883084     0.17384017     659.77403      5697.1338      17.860165      17.860165      17.860165    
       460  -3364.9105      0.011490257    0.031397967    1.7881566      5698.8526      17.861961      17.861961      17.861961    
       470  -3364.9106      0.0084000115   0.025397821   -14.223782      5698.9001      17.862011      17.862011      17.862011    
       480  -3364.9106      0.0100025      0.025066483   -5.0970829      5698.8726      17.861982      17.861982      17.861982    
       490  -3364.9112      0.023004794    0.039802693   -2.0845318      5698.8166      17.861924      17.861924      17.861924    
       500  -3364.9113      0.007914396    0.019518868    2.0138442      5698.788       17.861894      17.861894      17.861894    
       510  -3364.9113      0.0099547999   0.017979273   -0.46576114     5698.791       17.861897      17.861897      17.861897    
       520  -3364.9113      0.011810892    0.025200422   -1.8071218      5698.7805      17.861886      17.861886      17.861886    
       530  -3364.9113      0.011244992    0.026409577    1.9428918      5698.7575      17.861862      17.861862      17.861862    
       540  -3364.9114      0.0082463498   0.016388231   -2.7493116      5698.7678      17.861873      17.861873      17.861873    
       550  -3364.9114      0.0018252881   0.0052759347  -0.015453282    5698.7561      17.86186       17.86186       17.86186     
       560  -3364.9114      0.003595251    0.0062572239  -1.8406118      5698.7606      17.861865      17.861865      17.861865    
       570  -3364.9114      0.0024838149   0.0045442773  -0.0085654738   5698.7556      17.86186       17.86186       17.86186     
       580  -3364.9114      0.001929204    0.0034958545   0.20899266     5698.7542      17.861858      17.861858      17.861858    
       590  -3364.9114      0.0035027374   0.0066891245   0.20301152     5698.7501      17.861854      17.861854      17.861854    
       600  -3364.9114      0.0015920495   0.0029557534  -0.059584027    5698.7489      17.861853      17.861853      17.861853    
       610  -3364.9114      0.00077762065  0.0019231479  -0.13560295     5698.7488      17.861853      17.861853      17.861853    
       620  -3364.9114      0.00047762384  0.0012752037   0.077406222    5698.7447      17.861848      17.861848      17.861848    
       630  -3364.9114      0.00032328547  0.00065036279  0.0078522492   5698.744       17.861848      17.861848      17.861848    
       640  -3364.9114      0.00012468729  0.00028016885  0.05526327     5698.7437      17.861847      17.861847      17.861847    
       650  -3364.9114      0.0001544309   0.00032188591  0.0040606591   5698.7437      17.861847      17.861847      17.861847    
       660  -3364.9114      5.8843107e-05  0.00013371862 -0.0042237517   5698.7437      17.861847      17.861847      17.861847    
       670  -3364.9114      2.0049749e-05  8.0506446e-05  0.0017745552   5698.7437      17.861847      17.861847      17.861847    
       680  -3364.9114      3.0158966e-05  0.00011191522  0.002904224    5698.7436      17.861847      17.861847      17.861847    
       690  -3364.9114      2.0191634e-05  7.3122333e-05  0.0023869209   5698.7435      17.861847      17.861847      17.861847    
       700  -3364.9114      1.11525e-05    4.4169045e-05  0.0020080953   5698.7434      17.861847      17.861847      17.861847    
       710  -3364.9114      1.1650825e-05  2.9912568e-05  0.0020929529   5698.7434      17.861847      17.861847      17.861847    
       720  -3364.9114      7.4454976e-06  2.4457581e-05  0.0026934844   5698.7434      17.861847      17.861847      17.861847    
       730  -3364.9114      7.1768804e-06  2.636947e-05   0.0031150009   5698.7434      17.861847      17.861847      17.861847    
       740  -3364.9114      8.1385405e-06  2.3690217e-05  0.0032419835   5698.7434      17.861847      17.861847      17.861847    
       750  -3364.9114      7.1484917e-06  2.3309328e-05  0.0038856373   5698.7434      17.861847      17.861847      17.861847    
       760  -3364.9114      5.0334384e-06  2.5680099e-05  0.0047984883   5698.7434      17.861847      17.861847      17.861847    
       770  -3364.9114      1.0002134e-05  3.0737211e-05  0.0071824971   5698.7433      17.861847      17.861847      17.861847    
       780  -3364.9114      8.7395159e-06  2.8746394e-05  0.0123891      5698.7433      17.861847      17.861847      17.861847    
       790  -3364.9114      3.7599096e-06  1.4895174e-05  0.011475181    5698.7433      17.861847      17.861847      17.861847    
       800  -3364.9114      6.4016248e-06  1.8961898e-05  0.0051538878   5698.7433      17.861847      17.861847      17.861847    
       810  -3364.9114      4.626497e-06   1.9526284e-05  0.0051519667   5698.7433      17.861847      17.861847      17.861847    
       820  -3364.9114      3.0811843e-06  1.8331657e-05  0.0047178685   5698.7433      17.861847      17.861847      17.861847    
       830  -3364.9114      3.7949329e-06  1.8384366e-05  0.0046357141   5698.7433      17.861847      17.861847      17.861847    
       840  -3364.9114      6.03419e-06    1.9673295e-05  0.0048539528   5698.7433      17.861847      17.861847      17.861847    
       850  -3364.9114      5.1615596e-06  2.0064359e-05  0.0048235483   5698.7433      17.861847      17.861847      17.861847    
       860  -3364.9114      5.6191018e-06  1.8825496e-05  0.0044023777   5698.7433      17.861847      17.861847      17.861847    
       870  -3364.9114      4.8357908e-06  1.7470543e-05  0.003988074    5698.7433      17.861847      17.861847      17.861847    
       880  -3364.9114      4.3859622e-06  1.7040848e-05  0.0038113337   5698.7433      17.861847      17.861847      17.861847    
       890  -3364.9114      4.8956841e-06  1.7243301e-05  0.0037767301   5698.7433      17.861847      17.861847      17.861847    
       900  -3364.9114      3.4989362e-06  1.7486721e-05  0.0037449971   5698.7433      17.861847      17.861847      17.861847    
       910  -3364.9114      4.9900102e-06  1.7760914e-05  0.0037257194   5698.7433      17.861847      17.861847      17.861847    
       920  -3364.9114      5.6459959e-06  1.8255541e-05  0.0037572578   5698.7433      17.861847      17.861847      17.861847    
       930  -3364.9114      5.0840382e-06  1.8598358e-05  0.0037502908   5698.7433      17.861847      17.861847      17.861847    
       940  -3364.9114      5.1223871e-06  1.8174749e-05  0.0035869156   5698.7433      17.861847      17.861847      17.861847    
       950  -3364.9114      3.2214048e-06  1.7236263e-05  0.0033345798   5698.7433      17.861847      17.861847      17.861847    
       960  -3364.9114      2.3932233e-06  1.6890575e-05  0.0032077568   5698.7433      17.861847      17.861847      17.861847    
       970  -3364.9114      3.4773616e-06  1.7985062e-05  0.003352729    5698.7433      17.861847      17.861847      17.861847    
       980  -3364.9114      5.7915294e-06  2.0337931e-05  0.0037171985   5698.7433      17.861847      17.861847      17.861847    
       990  -3364.9114      7.0528959e-06  2.2566601e-05  0.0040358995   5698.7433      17.861847      17.861847      17.861847    
      1000  -3364.9114      5.9707493e-06  2.3137952e-05  0.0040425599   5698.7433      17.861847      17.861847      17.861847    
      1010  -3364.9114      4.6277504e-06  2.2258505e-05  0.0038005871   5698.7433      17.861847      17.861847      17.861847    
      1020  -3364.9114      2.975902e-06   2.1549903e-05  0.0036012923   5698.7433      17.861847      17.861847      17.861847    
      1030  -3364.9114      3.9769645e-06  2.2133469e-05  0.0036223612   5698.7433      17.861847      17.861847      17.861847    
      1040  -3364.9114      6.2173821e-06  2.3800127e-05  0.0038121811   5698.7433      17.861847      17.861847      17.861847    
      1050  -3364.9114      6.6039842e-06  2.5234875e-05  0.0039511738   5698.7433      17.861847      17.861847      17.861847    
      1060  -3364.9114      7.1691764e-06  2.5175693e-05  0.0038520925   5698.7433      17.861847      17.861847      17.861847    
      1070  -3364.9114      7.0756979e-06  2.3793434e-05  0.0035607884   5698.7433      17.861847      17.861847      17.861847    
      1080  -3364.9114      5.4024305e-06  2.2347856e-05  0.0032749473   5698.7433      17.861847      17.861847      17.861847    
      1090  -3364.9114      3.8148419e-06  2.1801114e-05  0.0031312599   5698.7433      17.861847      17.861847      17.861847    
      1100  -3364.9114      4.9707007e-06  2.2248747e-05  0.0031338357   5698.7433      17.861847      17.861847      17.861847    
      1110  -3364.9114      4.5203673e-06  2.3120383e-05  0.0031945384   5698.7433      17.861847      17.861847      17.861847    
      1120  -3364.9114      6.3158799e-06  2.3670182e-05  0.0032085037   5698.7433      17.861847      17.861847      17.861847    
      1130  -3364.9114      7.1606774e-06  2.3512451e-05  0.0031275118   5698.7433      17.861847      17.861847      17.861847    
      1140  -3364.9114      6.2387265e-06  2.2779918e-05  0.0029746663   5698.7434      17.861847      17.861847      17.861847    
      1150  -3364.9114      5.2843019e-06  2.1829989e-05  0.0027995025   5698.7434      17.861847      17.861847      17.861847    
      1160  -3364.9114      5.7343709e-06  2.0959848e-05  0.0026405097   5698.7434      17.861847      17.861847      17.861847    
      1170  -3364.9114      4.7016549e-06  2.0360358e-05  0.0025208382   5698.7434      17.861847      17.861847      17.861847    
      1180  -3364.9114      4.6163175e-06  2.0134079e-05  0.0024514858   5698.7434      17.861847      17.861847      17.861847    
      1190  -3364.9114      5.6686385e-06  2.0225662e-05  0.0024235091   5698.7434      17.861847      17.861847      17.861847    
      1200  -3364.9114      5.4754485e-06  2.0340565e-05  0.0023999213   5698.7434      17.861847      17.861847      17.861847    
      1210  -3364.9114      4.5219248e-06  2.0057876e-05  0.0023311439   5698.7434      17.861847      17.861847      17.861847    
      1220  -3364.9114      4.9829428e-06  1.9193331e-05  0.0021978796   5698.7434      17.861847      17.861847      17.861847    
      1230  -3364.9114      4.5998348e-06  1.8044566e-05  0.0020361704   5698.7434      17.861847      17.861847      17.861847    
      1240  -3364.9114      3.3625344e-06  1.7151109e-05  0.001906858    5698.7434      17.861847      17.861847      17.861847    
      1250  -3364.9114      4.2678623e-06  1.683877e-05   0.0018444956   5698.7434      17.861847      17.861847      17.861847    
      1260  -3364.9114      4.4585343e-06  1.6979027e-05  0.0018329126   5698.7434      17.861847      17.861847      17.861847    
      1270  -3364.9114      4.1375172e-06  1.7076628e-05  0.0018172978   5698.7434      17.861847      17.861847      17.861847    
      1280  -3364.9114      4.205908e-06   1.6686077e-05  0.0017505099   5698.7434      17.861847      17.861847      17.861847    
      1290  -3364.9114      4.7296316e-06  1.5860711e-05  0.0016398091   5698.7434      17.861847      17.861847      17.861847    
      1300  -3364.9114      4.2391821e-06  1.5075734e-05  0.001535612    5698.7434      17.861847      17.861847      17.861847    
      1310  -3364.9114      2.9610655e-06  1.4734575e-05  0.0014786642   5698.7434      17.861847      17.861847      17.861847    
      1320  -3364.9114      3.3505879e-06  1.4851585e-05  0.0014689731   5698.7434      17.861847      17.861847      17.861847    
