LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (17.855 17.855 17.855)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  read_data CPU = 0.008 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 78.9 | 78.9 | 78.9 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
         0  -3327.1389      2.9495026      16.614022     -6421.2514      5692.1923      17.855         17.855         17.855       
        10  -3334.2347      2.1755122      10.90881      -365.7039       5653.6917      17.814653      17.814653      17.814653    
        20  -3342.768       1.4281498      5.8156183     -64.421691      5631.342       17.791148      17.791148      17.791148    
        30  -3348.8402      1.5605587      5.0069355      5589.9389      5619.6693      17.778847      17.778847      17.778847    
        40  -3352.9538      2.4766402      6.5223898      114.4536       5650.2696      17.811058      17.811058      17.811058    
        50  -3353.8838      2.7540311      9.2955453     -6157.5248      5693.8866      17.856771      17.856771      17.856771    
        60  -3357.8579      1.1288841      3.5945733      1723.1132      5663.1265      17.824557      17.824557      17.824557    
        70  -3358.5854      1.8969665      5.1874451      3457.3943      5664.3452      17.825836      17.825836      17.825836    
        80  -3360.2777      1.1912931      3.4472939      48.933106      5680.0108      17.842254      17.842254      17.842254    
        90  -3361.3184      0.78437002     2.4259966     -6112.4142      5699.7142      17.862861      17.862861      17.862861    
       100  -3361.9873      0.57876821     1.6287694     -1335.0352      5687.7198      17.850322      17.850322      17.850322    
       110  -3362.4469      0.38298424     1.1053765      4632.7355      5672.7785      17.834678      17.834678      17.834678    
       120  -3362.7152      0.44499674     1.2045528     -68.546711      5687.0452      17.849617      17.849617      17.849617    
       130  -3362.7206      0.27738343     1.4404461      121.73226      5686.8087      17.849369      17.849369      17.849369    
       140  -3362.8638      0.30276262     0.81968024     9.8046923      5687.4504      17.850041      17.850041      17.850041    
       150  -3362.9024      0.48682882     1.0839576      36.837494      5687.5997      17.850197      17.850197      17.850197    
       160  -3363.1418      0.27872311     0.6581851     -648.09994      5690.7238      17.853464      17.853464      17.853464    
       170  -3363.1637      0.22018866     0.61921231    -693.42249      5690.6074      17.853343      17.853343      17.853343    
       180  -3363.1801      0.65216466     1.2089559      65.058756      5688.4739      17.851111      17.851111      17.851111    
       190  -3363.274       0.45203837     0.98974964    -548.37337      5689.8984      17.852601      17.852601      17.852601    
       200  -3363.2792      1.0799865      2.0074945     -9.9210636      5688.5724      17.851214      17.851214      17.851214    
       210  -3363.431       1.1532885      2.4169414     -1145.5793      5692.2077      17.855016      17.855016      17.855016    
       220  -3363.8304      0.83123071     1.5819231     -4.1165673      5687.9143      17.850526      17.850526      17.850526    
       230  -3363.9819      1.0792663      1.6462144     -163.725        5688.7513      17.851401      17.851401      17.851401    
       240  -3364.0532      0.9409044      1.4419452      142.4984       5688.0404      17.850658      17.850658      17.850658    
       250  -3364.1093      0.62140856     1.0193343     -45.857039      5688.6144      17.851258      17.851258      17.851258    
       260  -3364.1546      0.37610277     0.71778555    -735.46252      5690.6204      17.853356      17.853356      17.853356    
       270  -3364.3053      0.38913636     0.71075271     301.58669      5688.7059      17.851354      17.851354      17.851354    
       280  -3364.3363      0.25873489     0.67873612    -112.61074      5690.4132      17.85314       17.85314       17.85314     
       290  -3364.3508      0.19223646     0.47482419     129.92333      5689.6         17.852289      17.852289      17.852289    
       300  -3364.3668      0.28851117     0.58953723    -100.84645      5690.2563      17.852976      17.852976      17.852976    
       310  -3364.3848      0.068197299    0.2380425      22.309559      5689.9351      17.85264       17.85264       17.85264     
       320  -3364.3857      0.25776661     0.55092996     49.202007      5689.9299      17.852634      17.852634      17.852634    
       330  -3364.3944      0.39604139     1.0254213      76.074919      5690.3937      17.853119      17.853119      17.853119    
       340  -3364.4278      0.30989486     0.85767911    -44.74527       5691.0109      17.853765      17.853765      17.853765    
       350  -3364.4479      0.31472659     0.69025771    -42.052712      5691.234       17.853998      17.853998      17.853998    
       360  -3364.4487      0.38531885     0.87606766    -116.28846      5691.5296      17.854307      17.854307      17.854307    
       370  -3364.4496      0.40880834     0.91734337    -65.961455      5691.4541      17.854228      17.854228      17.854228    
       380  -3364.4503      0.34878466     0.87723486    -65.781394      5691.4606      17.854235      17.854235      17.854235    
       390  -3364.451       0.273187       0.87971287    -51.943181      5691.3766      17.854147      17.854147      17.854147    
       400  -3364.4519      0.30619467     0.95207995    -54.763302      5691.2897      17.854056      17.854056      17.854056    
       410  -3364.4528      0.38898731     1.0120204     -103.64413      5691.3058      17.854073      17.854073      17.854073    
       420  -3364.473       0.20398599     0.53053875     39.013532      5690.994       17.853747      17.853747      17.853747    
       430  -3364.4847      0.20041107     0.42450347    -18.483077      5691.181       17.853942      17.853942      17.853942    
       440  -3364.4849      0.32860231     0.6129002     -109.46332      5691.4684      17.854243      17.854243      17.854243    
       450  -3364.498       0.22833195     0.40325159     16.311446      5691.2638      17.854029      17.854029      17.854029    
       460  -3364.5021      0.22373277     0.38677995    -33.970633      5691.4388      17.854212      17.854212      17.854212    
       470  -3364.5073      0.1346646      0.2574387      204.87574      5690.8462      17.853592      17.853592      17.853592    
       480  -3364.5144      0.094267177    0.19917574    -9.0209852      5691.5494      17.854328      17.854328      17.854328    
       490  -3364.5186      0.089918846    0.20089918    -16.96998       5691.6431      17.854426      17.854426      17.854426    
       500  -3364.5291      0.32994298     0.65999941    -90.321408      5692.4065      17.855224      17.855224      17.855224    
       510  -3364.5371      0.2205978      0.38307115    -16.200048      5692.1546      17.854961      17.854961      17.854961    
       520  -3364.5418      0.16113118     0.30167228    -287.31118      5692.9482      17.85579       17.85579       17.85579     
       530  -3364.5448      0.2099593      0.38302079     37.359938      5692.0641      17.854866      17.854866      17.854866    
       540  -3364.5513      0.075087395    0.29245415     30.123737      5692.1778      17.854985      17.854985      17.854985    
       550  -3364.5555      0.10158689     0.18660929    -11.604576      5692.2875      17.8551        17.8551        17.8551      
       560  -3364.5577      0.039825317    0.11558919    -28.735897      5692.3538      17.855169      17.855169      17.855169    
       570  -3364.5607      0.027899916    0.090497222   -1.9084584      5692.3195      17.855133      17.855133      17.855133    
       580  -3364.5661      0.029250863    0.087580485    699.10988      5690.4944      17.853225      17.853225      17.853225    
       590  -3364.569       0.12160994     0.24131123    -106.72784      5692.8371      17.855674      17.855674      17.855674    
       600  -3364.572       0.062176393    0.13820659     510.62162      5691.1102      17.853868      17.853868      17.853868    
       610  -3364.5731      0.038217734    0.075674273   -4.2096584      5692.5424      17.855366      17.855366      17.855366    
       620  -3364.5734      0.0593087      0.095800104    17.729171      5692.4812      17.855302      17.855302      17.855302    
       630  -3364.5741      0.19320379     0.28146632    -57.540317      5692.716       17.855548      17.855548      17.855548    
       640  -3364.5764      0.027756346    0.08552086     8.8319456      5692.4824      17.855303      17.855303      17.855303    
