LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
package kokkos
package kokkos newton on neigh half
# LAMMPS NVT bulk equilibration — Hastelloy N + 1H
# T = 400 K | Notebook 10
# Phase 1: 250 ps equilibration
# Phase 2: 750 ps production (trajectory for NB11 MSD)
# Refs: NVT [6]; H diffusion [1,2]

units          metal
atom_style     atomic
newton         on
boundary       p p p

read_data      structures/notebook10-bulk-equilibration/N_42/Hastelloy_N_42_H_initial.lammps
Reading data file ...
  orthogonal box = (0 0 0) to (17.867204 17.867204 17.867204)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  501 atoms
  read_data CPU = 0.018 seconds

# ── Restart Settings ─────────────────────────────────────────
# Automatically save every 10,000 steps.
# Using % ensures parallel I/O efficiency for GPU/MPI runs.
restart        10000 results/notebook10-bulk-equilibration/N_42/Hastelloy_N_42_400K.%.restart

pair_style     mliap unified /projects/westgroup/akinyemi.az/mace_lammps/models/mace-mp-0b2-medium.model-mliap_lammps.pt 0
pair_coeff     * * Al B C Cr Fe Mo Ni O H

neighbor       2.0 bin
neigh_modify   every 1 delay 0 check yes

# ── Identify H atom for tracking ─────────────────────────────
group          H_atom   type 9
1 atoms in group H_atom
group          metal    subtract all H_atom
500 atoms in group metal

# ── Thermo ───────────────────────────────────────────────────
thermo         1000
thermo_style   custom step temp pe ke etotal press vol

# ── Timestep ─────────────────────────────────────────────────
timestep       0.0005

# ── Initialize velocities ────────────────────────────────────
velocity       all create 400.0 42 mom yes rot yes dist gaussian

# ── Phase 1: Equilibration ───────────────────────────────────
fix            nvt_equil  all  nvt  temp  400.0  400.0  0.1
print "### Phase 1: Equilibration 250 ps at 400 K ###"
### Phase 1: Equilibration 250 ps at 400 K ###
run            500000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- KOKKOS package: https://doi.org/10.1145/3731599.3767498

@inproceedings{Johansson25,
 author = {A. Johansson and E. Weinberg and C. Trott and M. McCarthy and S. Moore},
 title = {{LAMMPS-KOKKOS}: {P}erformance Portable Molecular Dynamics Across Exascale Architectures},
 year = 2025,
 booktitle = {Proceedings of the SC '25 Workshops of the International Conference for High Performance Computing,
  Networking, Storage and Analysis},
 pages = {1217–1232},
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Per MPI rank memory allocation (min/avg/max) = 81.23 | 81.23 | 81.23 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume    
         0   400           -3369.5198      25.852029     -3343.6678      5929.2196      5703.8719    
      1000   393.04281     -3345.0597      25.402385     -3319.6573      27753.5        5703.8719    
      2000   384.14853     -3345.4427      24.827547     -3320.6152      25636.235      5703.8719    
      3000   397.91565     -3344.5272      25.717317     -3318.8099      29105.909      5703.8719    
      4000   434.67495     -3344.7314      28.093074     -3316.6383      24555.463      5703.8719    
      5000   401.14832     -3344.4051      25.926245     -3318.4789      27290.156      5703.8719    
      6000   390.5498      -3345.4154      25.241262     -3320.1741      26211.909      5703.8719    
      7000   396.81795     -3346.2932      25.646373     -3320.6469      26742.243      5703.8719    
      8000   408.51345     -3345.2181      26.402254     -3318.8159      23196.557      5703.8719    
      9000   405.42247     -3344.9735      26.202484     -3318.771       24446.939      5703.8719    
     10000   425.42729     -3345.2187      27.495396     -3317.7233      26553.077      5703.8719    
     11000   419.5631      -3344.4195      27.116394     -3317.3031      26581.857      5703.8719    
     12000   387.86733     -3344.7394      25.067894     -3319.6715      26508.933      5703.8719    
     13000   394.51296     -3345.9652      25.497401     -3320.4678      26052.267      5703.8719    
     14000   401.45571     -3344.2623      25.946112     -3318.3162      26889.451      5703.8719    
     15000   420.18326     -3344.7089      27.156474     -3317.5524      26289.3        5703.8719    
     16000   380.79784     -3345.2285      24.610992     -3320.6175      26465.697      5703.8719    
     17000   403.63161     -3346.8634      26.08674      -3320.7766      25982.22       5703.8719    
     18000   410.57016     -3346.4512      26.535179     -3319.9161      25150.276      5703.8719    
     19000   413.61797     -3346.2799      26.732159     -3319.5477      28192.498      5703.8719    
     20000   411.42395     -3347.1931      26.59036      -3320.6027      27049.666      5703.8719    
     21000   379.60049     -3346.3261      24.533607     -3321.7925      24422.347      5703.8719    
     22000   384.7696      -3345.182       24.867687     -3320.3143      26050.283      5703.8719    
     23000   424.89286     -3346.8427      27.460856     -3319.3819      25710.546      5703.8719    
     24000   385.29633     -3345.815       24.90173      -3320.9133      25481.725      5703.8719    
     25000   387.95881     -3346.008       25.073806     -3320.9342      25707.518      5703.8719    
     26000   403.76267     -3346.7739      26.09521      -3320.6787      24247.939      5703.8719    
     27000   395.47835     -3344.9669      25.559795     -3319.4071      29194.875      5703.8719    
     28000   403.19896     -3344.115       26.058778     -3318.0562      29025.471      5703.8719    
     29000   411.31094     -3345.3304      26.583056     -3318.7474      27437.165      5703.8719    
     30000   379.74183     -3345.6189      24.542742     -3321.0761      26085.679      5703.8719    
     31000   413.65464     -3346.1549      26.734529     -3319.4204      23062.081      5703.8719    
     32000   417.00295     -3345.0971      26.950931     -3318.1461      28985.919      5703.8719    
     33000   400.8483      -3345.4307      25.906855     -3319.5238      27542.876      5703.8719    
     34000   385.73816     -3346.1866      24.930285     -3321.2564      25092.362      5703.8719    
     35000   394.04884     -3346.1615      25.467405     -3320.6941      29413.587      5703.8719    
     36000   401.20924     -3345.3205      25.930182     -3319.3903      27525.2        5703.8719    
     37000   431.17479     -3344.5811      27.866858     -3316.7143      28743.586      5703.8719    
     38000   409.89657     -3346.9022      26.491645     -3320.4106      23154.438      5703.8719    
