LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0.14794887 0.14794887 0.14794887) to (17.707051 17.707051 17.707051)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  reading velocities ...
  500 velocities
  read_data CPU = 0.024 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 89.31 | 89.31 | 89.31 Mbytes
   Step          Time           Temp          PotEng         KinEng         Press          Volume           Lx             Ly             Lz      
         0   0              600           -2868.5426      38.700487      7635.344       5413.8588      17.559102      17.559102      17.559102    
       200   0.1            307.9809      -2849.7058      19.865018      20587.117      5413.8714      17.559116      17.559116      17.559116    
       400   0.2            301.74995     -2849.3057      19.463117      20128.259      5413.9103      17.559158      17.559158      17.559158    
       600   0.3            315.94751     -2850.2241      20.378871      19495.036      5413.9748      17.559228      17.559228      17.559228    
       800   0.4            249.69272     -2845.9535      16.105383      21879.807      5414.0647      17.559325      17.559325      17.559325    
      1000   0.5            252.11011     -2846.1133      16.261307      21435.414      5414.1805      17.55945       17.55945       17.55945     
      1200   0.6            270.40762     -2847.2979      17.441511      21425.523      5414.3217      17.559603      17.559603      17.559603    
      1400   0.7            289.15427     -2848.5122      18.650685      20114.357      5414.4884      17.559783      17.559783      17.559783    
      1600   0.8            290.23369     -2848.5871      18.720309      20314.695      5414.6804      17.559991      17.559991      17.559991    
      1800   0.9            315.07796     -2850.1956      20.322784      19563.404      5414.8978      17.560226      17.560226      17.560226    
      2000   1              321.76798     -2850.6337      20.754296      18564.907      5415.1404      17.560488      17.560488      17.560488    
      2200   1.1            286.56702     -2848.3696      18.483806      20359.075      5415.4083      17.560777      17.560777      17.560777    
      2400   1.2            303.44228     -2849.4655      19.572273      19211.606      5415.7013      17.561094      17.561094      17.561094    
      2600   1.3            307.6377      -2849.7437      19.842882      19057.994      5416.0192      17.561438      17.561438      17.561438    
      2800   1.4            304.77882     -2849.5672      19.658482      19320.603      5416.3619      17.561808      17.561808      17.561808    
      3000   1.5            318.73875     -2850.4761      20.558908      18251.441      5416.7294      17.562205      17.562205      17.562205    
      3200   1.6            282.97834     -2848.1779      18.252333      19977.692      5417.1213      17.562629      17.562629      17.562629    
      3400   1.7            310.97345     -2849.9926      20.05804       18622.658      5417.5378      17.563079      17.563079      17.563079    
      3600   1.8            287.23064     -2848.4704      18.52661       19503.236      5417.9782      17.563555      17.563555      17.563555    
      3800   1.9            324.60172     -2850.8908      20.937075      17390.842      5418.4429      17.564057      17.564057      17.564057    
      4000   2              286.28591     -2848.4289      18.465674      19296.538      5418.9312      17.564584      17.564584      17.564584    
      4200   2.1            280.95201     -2848.0951      18.121633      19063.425      5419.4432      17.565138      17.565138      17.565138    
